mode,window_length,window_step,rseed,time,accuracy,f1
smartphoneatpocket,50,25,855513,0.779057979584,0.648005698006,0.644597197512
smartphoneatpocket,50,25,74041245,0.770882129669,0.646153846154,0.639735457094
smartphoneatpocket,50,25,22950172,0.791054964066,0.650783475783,0.646069995522
smartphoneatpocket,50,25,18426920,0.774501800537,0.641025641026,0.635060082982
smartphoneatpocket,50,25,34295891,0.7826359272,0.649074074074,0.643691436353
smartphoneatpocket,50,25,86828940,0.781579017639,0.656267806268,0.648967810661
smartphoneatpocket,50,25,62062274,0.840772867203,0.642806267806,0.634450507207
smartphoneatboth,50,25,93797449,1.15121197701,0.823005698006,0.816667879108
smartphoneatboth,50,25,81918009,1.11193704605,0.818945868946,0.814790507758
smartphoneatboth,50,25,61132739,1.12731289864,0.816025641026,0.809733938743
smartphoneatboth,50,25,37701167,1.0905752182,0.820868945869,0.814049586395
smartphoneatboth,50,25,78112324,1.09026813507,0.790527065527,0.78108882192
smartphoneatboth,50,25,25567961,1.14636683464,0.795227920228,0.792496360615
smartphoneatboth,50,25,22644213,1.146474123,0.815242165242,0.811067951611
smartphoneatboth,50,25,74540349,1.15437293053,0.797578347578,0.793955683534
smartphoneatboth,50,25,98054267,1.11910319328,0.775142450142,0.76706503219
smartphoneatboth,50,25,71167868,1.12462091446,0.783262108262,0.777860593333
smartphoneatboth,50,25,16252189,1.11537599564,0.800712250712,0.799138381009
smartphoneatboth,50,25,1813579,1.10952186584,0.808903133903,0.802890046771
smartphoneatboth,50,25,39363446,1.13867306709,0.809472934473,0.805027797982
smartphoneatboth,50,25,855513,1.1235408783,0.794017094017,0.788551993686
smartphoneatboth,50,25,74041245,1.08451104164,0.792094017094,0.789095528833
smartphoneatboth,50,25,22950172,1.14349889755,0.795655270655,0.789037143029
smartphoneatboth,50,25,18426920,1.14155316353,0.785612535613,0.778114388031
smartphoneatboth,50,25,34295891,1.1151509285,0.797435897436,0.791758833428
smartphoneatboth,50,25,86828940,1.11831307411,0.781054131054,0.776946775228
smartphoneatboth,50,25,62062274,1.12199401855,0.807478632479,0.801932236982
smartphoneatwrist,100,50,93797449,0.380048036575,0.846866096866,0.84589757135
smartphoneatwrist,100,50,81918009,0.376852035522,0.848433048433,0.847132877108
smartphoneatwrist,100,50,61132739,0.379390001297,0.842735042735,0.842100223039
smartphoneatwrist,100,50,37701167,0.395880937576,0.842592592593,0.843359316125
smartphoneatwrist,100,50,78112324,0.381989002228,0.841168091168,0.83955085578
smartphoneatwrist,100,50,25567961,0.384071111679,0.85,0.848775592354
smartphoneatwrist,100,50,22644213,0.38264799118,0.852991452991,0.851774939592
smartphoneatwrist,100,50,74540349,0.380350112915,0.851566951567,0.850136133889
smartphoneatwrist,100,50,98054267,0.379322052002,0.840028490028,0.838956061144
smartphoneatwrist,100,50,71167868,0.382031917572,0.845156695157,0.845026692248
smartphoneatwrist,100,50,16252189,0.3793861866,0.849002849003,0.848530039841
smartphoneatwrist,100,50,1813579,0.389313936234,0.846723646724,0.845365516066
smartphoneatwrist,100,50,39363446,0.384008169174,0.847720797721,0.847280194431
smartphoneatwrist,100,50,855513,0.382136106491,0.840313390313,0.839075040923
smartphoneatwrist,100,50,74041245,0.377680063248,0.852279202279,0.850937395072
smartphoneatwrist,100,50,22950172,0.379721164703,0.85754985755,0.856278260223
smartphoneatwrist,100,50,18426920,0.399383068085,0.829772079772,0.829436780344
smartphoneatwrist,100,50,34295891,0.382967948914,0.847435897436,0.845606868751
smartphoneatwrist,100,50,86828940,0.377241134644,0.844444444444,0.843931111723
smartphoneatwrist,100,50,62062274,0.38387298584,0.847150997151,0.845796414464
smartphoneatpocket,100,50,93797449,0.327196836472,0.660968660969,0.656254889252
smartphoneatpocket,100,50,81918009,0.321715116501,0.645299145299,0.639639152462
smartphoneatpocket,100,50,61132739,0.32054901123,0.66452991453,0.652484969515
smartphoneatpocket,100,50,37701167,0.323006153107,0.642877492877,0.635068261677
smartphoneatpocket,100,50,78112324,0.320621013641,0.660256410256,0.651933285241
smartphoneatpocket,100,50,25567961,0.323465108871,0.653846153846,0.646612532334
smartphoneatpocket,100,50,22644213,0.323588848114,0.65584045584,0.651890725691
smartphoneatpocket,100,50,74540349,0.32529592514,0.656837606838,0.649420296605
smartphoneatpocket,100,50,98054267,0.323024988174,0.656552706553,0.647902732393
smartphoneatpocket,100,50,71167868,0.322174072266,0.654415954416,0.64767880055
smartphoneatpocket,100,50,16252189,0.322528123856,0.657977207977,0.653931152841
smartphoneatpocket,100,50,1813579,0.324983119965,0.639458689459,0.62873314696
smartphoneatpocket,100,50,39363446,0.327154159546,0.665954415954,0.66135821528
smartphoneatpocket,100,50,855513,0.324220180511,0.648717948718,0.640203430354
smartphoneatpocket,100,50,74041245,0.320255994797,0.662535612536,0.656983623161
smartphoneatpocket,100,50,22950172,0.327332019806,0.641595441595,0.632937997135
smartphoneatpocket,100,50,18426920,0.322373867035,0.637891737892,0.627995349811
smartphoneatpocket,100,50,34295891,0.32218003273,0.64886039886,0.640296390949
smartphoneatpocket,100,50,86828940,0.33481502533,0.659401709402,0.653419173011
smartphoneatpocket,100,50,62062274,0.320684194565,0.662535612536,0.656974522366
smartphoneatboth,100,50,93797449,0.462419986725,0.808404558405,0.803362344809
smartphoneatboth,100,50,81918009,0.459052085876,0.803703703704,0.80076039331
smartphoneatboth,100,50,61132739,0.463292121887,0.832763532764,0.825576300764
smartphoneatboth,100,50,37701167,0.462598085403,0.819515669516,0.812034173859
smartphoneatboth,100,50,78112324,0.45804309845,0.834757834758,0.829625736771
smartphoneatboth,100,50,25567961,0.464354991913,0.801566951567,0.798708584505
smartphoneatboth,100,50,22644213,0.475791931152,0.837891737892,0.832128212827
smartphoneatboth,100,50,74540349,0.470752954483,0.800712250712,0.799428489658
smartphoneatboth,100,50,98054267,0.463833093643,0.826638176638,0.824207883889
smartphoneatboth,100,50,71167868,0.454980134964,0.827207977208,0.818692489662
smartphoneatboth,100,50,16252189,0.462124109268,0.801709401709,0.797416169728
smartphoneatboth,100,50,1813579,0.469766139984,0.84415954416,0.836311440576
smartphoneatboth,100,50,39363446,0.461951971054,0.821225071225,0.816424026797
smartphoneatboth,100,50,855513,0.466137886047,0.819230769231,0.812146139632
smartphoneatboth,100,50,74041245,0.461041927338,0.851566951567,0.845056665905
smartphoneatboth,100,50,22950172,0.469383955002,0.765384615385,0.76177990324
smartphoneatboth,100,50,18426920,0.471770048141,0.844871794872,0.83712757071
smartphoneatboth,100,50,34295891,0.463261842728,0.80584045584,0.799704545136
smartphoneatboth,100,50,86828940,0.460741996765,0.778062678063,0.767783099519
smartphoneatboth,100,50,62062274,0.470347881317,0.840883190883,0.831078242484
smartphoneatwrist,150,75,93797449,0.262048006058,0.851923076923,0.850742200507
smartphoneatwrist,150,75,81918009,0.255875110626,0.871581196581,0.86966015969
smartphoneatwrist,150,75,61132739,0.25502705574,0.855769230769,0.854267183676
smartphoneatwrist,150,75,37701167,0.254095077515,0.859829059829,0.859375153282
smartphoneatwrist,150,75,78112324,0.258352994919,0.86452991453,0.863120206567
smartphoneatwrist,150,75,25567961,0.255989074707,0.864316239316,0.862532466052
smartphoneatwrist,150,75,22644213,0.253676176071,0.874572649573,0.87267274418
smartphoneatwrist,150,75,74540349,0.25491809845,0.865598290598,0.864265416606
smartphoneatwrist,150,75,98054267,0.254021167755,0.866025641026,0.864303674627
smartphoneatwrist,150,75,71167868,0.255832910538,0.870085470085,0.869137579035
smartphoneatwrist,150,75,16252189,0.256731033325,0.873076923077,0.871061387595
smartphoneatwrist,150,75,1813579,0.256047964096,0.865598290598,0.865022245118
smartphoneatwrist,150,75,39363446,0.25658082962,0.874572649573,0.873104220836
smartphoneatwrist,150,75,855513,0.257427930832,0.857051282051,0.855857288085
smartphoneatwrist,150,75,74041245,0.255906105042,0.859188034188,0.857486869096
smartphoneatwrist,150,75,22950172,0.257261991501,0.881196581197,0.879717716401
smartphoneatwrist,150,75,18426920,0.256430864334,0.876068376068,0.874655090765
smartphoneatwrist,150,75,34295891,0.256807088852,0.859615384615,0.857639627286
smartphoneatwrist,150,75,86828940,0.255107164383,0.865598290598,0.86445174634
smartphoneatwrist,150,75,62062274,0.255821943283,0.874358974359,0.872494954005
smartphoneatpocket,150,75,93797449,0.222236871719,0.66047008547,0.656987029894
smartphoneatpocket,150,75,81918009,0.222895860672,0.681837606838,0.676350754823
smartphoneatpocket,150,75,61132739,0.218050956726,0.655341880342,0.649644369696
smartphoneatpocket,150,75,37701167,0.224527835846,0.660897435897,0.651667010138
smartphoneatpocket,150,75,78112324,0.21980714798,0.665811965812,0.659242385826
smartphoneatpocket,150,75,25567961,0.218187093735,0.658333333333,0.650393243526
smartphoneatpocket,150,75,22644213,0.221742868423,0.662179487179,0.656346432979
smartphoneatpocket,150,75,74540349,0.218641996384,0.660683760684,0.654416984572
smartphoneatpocket,150,75,98054267,0.224062919617,0.648076923077,0.63940270337
smartphoneatpocket,150,75,71167868,0.221265077591,0.664957264957,0.657741596831
smartphoneatpocket,150,75,16252189,0.22170996666,0.654700854701,0.644538721609
smartphoneatpocket,150,75,1813579,0.217799901962,0.669871794872,0.666295880314
smartphoneatpocket,150,75,39363446,0.22062921524,0.657264957265,0.651387360378
smartphoneatpocket,150,75,855513,0.22033905983,0.658333333333,0.649269822179
smartphoneatpocket,150,75,74041245,0.222658157349,0.665384615385,0.659212468943
smartphoneatpocket,150,75,22950172,0.222199201584,0.66452991453,0.657981285295
smartphoneatpocket,150,75,18426920,0.219300985336,0.66688034188,0.662163400202
smartphoneatpocket,150,75,34295891,0.221935987473,0.663675213675,0.657731559169
smartphoneatpocket,150,75,86828940,0.223699092865,0.66047008547,0.654912303722
smartphoneatpocket,150,75,62062274,0.221938848495,0.657905982906,0.649472749735
smartphoneatboth,150,75,93797449,0.287150144577,0.857905982906,0.852141169766
smartphoneatboth,150,75,81918009,0.286310195923,0.843803418803,0.839186265835
smartphoneatboth,150,75,61132739,0.287221908569,0.841239316239,0.835397685854
smartphoneatboth,150,75,37701167,0.288460969925,0.840811965812,0.834495160471
smartphoneatboth,150,75,78112324,0.280426979065,0.820726495726,0.811177896246
smartphoneatboth,150,75,25567961,0.290588140488,0.839316239316,0.832386598616
smartphoneatboth,150,75,22644213,0.28641295433,0.842735042735,0.836209115878
smartphoneatboth,150,75,74540349,0.290094137192,0.821794871795,0.817707771952
smartphoneatboth,150,75,98054267,0.287230014801,0.84358974359,0.838875150565
smartphoneatboth,150,75,71167868,0.284812927246,0.821794871795,0.817751472816
smartphoneatboth,150,75,16252189,0.288465976715,0.827991452991,0.825534844002
smartphoneatboth,150,75,1813579,0.287028074265,0.847435897436,0.841728731307
smartphoneatboth,150,75,39363446,0.285356998444,0.827991452991,0.821498280455
smartphoneatboth,150,75,855513,0.286030054092,0.786965811966,0.782341184424
smartphoneatboth,150,75,74041245,0.284161806107,0.843376068376,0.837417259029
smartphoneatboth,150,75,22950172,0.290318012238,0.835683760684,0.829931622594
smartphoneatboth,150,75,18426920,0.287703990936,0.854487179487,0.846304945709
smartphoneatboth,150,75,34295891,0.28618478775,0.809401709402,0.806432486165
smartphoneatboth,150,75,86828940,0.284656047821,0.842307692308,0.838479048864
smartphoneatboth,150,75,62062274,0.287478923798,0.875,0.87114781252
smartphoneatwrist,200,100,93797449,0.201941013336,0.882905982906,0.882042390884
smartphoneatwrist,200,100,81918009,0.192836999893,0.88547008547,0.884035624022
smartphoneatwrist,200,100,61132739,0.193298101425,0.874074074074,0.872472431915
smartphoneatwrist,200,100,37701167,0.194015979767,0.875498575499,0.873995322624
smartphoneatwrist,200,100,78112324,0.195021152496,0.883190883191,0.880683890579
smartphoneatwrist,200,100,25567961,0.196529865265,0.877207977208,0.875411689752
smartphoneatwrist,200,100,22644213,0.194092035294,0.874358974359,0.872117370663
smartphoneatwrist,200,100,74540349,0.194899082184,0.871794871795,0.869953684461
smartphoneatwrist,200,100,98054267,0.192454099655,0.880056980057,0.87833935689
smartphoneatwrist,200,100,71167868,0.191823005676,0.871794871795,0.87038691826
smartphoneatwrist,200,100,16252189,0.241136074066,0.874928774929,0.872507683302
smartphoneatwrist,200,100,1813579,0.19282412529,0.888034188034,0.886596461153
smartphoneatwrist,200,100,39363446,0.19460105896,0.882051282051,0.879991543674
smartphoneatwrist,200,100,855513,0.195647001266,0.87207977208,0.871185208797
smartphoneatwrist,200,100,74041245,0.193192005157,0.875783475783,0.873827324399
smartphoneatwrist,200,100,22950172,0.19439291954,0.878632478632,0.876768717762
smartphoneatwrist,200,100,18426920,0.19296503067,0.882051282051,0.879966818149
smartphoneatwrist,200,100,34295891,0.194009065628,0.882905982906,0.88128268145
smartphoneatwrist,200,100,86828940,0.194584846497,0.882621082621,0.881198027875
smartphoneatwrist,200,100,62062274,0.193465948105,0.88603988604,0.884395125804
smartphoneatpocket,200,100,93797449,0.168985128403,0.661253561254,0.64684463238
smartphoneatpocket,200,100,81918009,0.169485092163,0.686324786325,0.683762690259
smartphoneatpocket,200,100,61132739,0.167494058609,0.690028490028,0.687541636094
smartphoneatpocket,200,100,37701167,0.170119047165,0.663817663818,0.656558869458
smartphoneatpocket,200,100,78112324,0.169531106949,0.677492877493,0.673755987916
smartphoneatpocket,200,100,25567961,0.166934013367,0.690028490028,0.685416350072
smartphoneatpocket,200,100,22644213,0.171139001846,0.667236467236,0.656210307495
smartphoneatpocket,200,100,74540349,0.168911933899,0.658404558405,0.648970594546
smartphoneatpocket,200,100,98054267,0.168133974075,0.674928774929,0.667853385866
smartphoneatpocket,200,100,71167868,0.172743082047,0.664102564103,0.655119096437
smartphoneatpocket,200,100,16252189,0.171428918839,0.678062678063,0.670882521786
smartphoneatpocket,200,100,1813579,0.168912172318,0.662962962963,0.652588600227
smartphoneatpocket,200,100,39363446,0.167880058289,0.678917378917,0.672013181478
smartphoneatpocket,200,100,855513,0.168861865997,0.665242165242,0.660404104181
smartphoneatpocket,200,100,74041245,0.170431852341,0.669800569801,0.658284177196
smartphoneatpocket,200,100,22950172,0.168081045151,0.678347578348,0.676562157137
smartphoneatpocket,200,100,18426920,0.167479991913,0.675213675214,0.668877257514
smartphoneatpocket,200,100,34295891,0.171278953552,0.669230769231,0.664198805106
smartphoneatpocket,200,100,86828940,0.168245792389,0.691737891738,0.686675460793
smartphoneatpocket,200,100,62062274,0.170506954193,0.681481481481,0.671904711187
smartphoneatboth,200,100,93797449,0.204376935959,0.828774928775,0.825213914342
smartphoneatboth,200,100,81918009,0.204159975052,0.821367521368,0.814078408992
smartphoneatboth,200,100,61132739,0.202659845352,0.805982905983,0.802745511223
smartphoneatboth,200,100,37701167,0.202342033386,0.837891737892,0.836830307155
smartphoneatboth,200,100,78112324,0.202533960342,0.849572649573,0.843777798448
smartphoneatboth,200,100,25567961,0.206520080566,0.817663817664,0.810869105044
smartphoneatboth,200,100,22644213,0.198757886887,0.868945868946,0.863852372173
smartphoneatboth,200,100,74540349,0.204178094864,0.855555555556,0.849795403101
smartphoneatboth,200,100,98054267,0.200968027115,0.841595441595,0.834920610635
smartphoneatboth,200,100,71167868,0.198926925659,0.87150997151,0.865462997245
smartphoneatboth,200,100,16252189,0.202867984772,0.81452991453,0.814586355144
smartphoneatboth,200,100,1813579,0.201502084732,0.818518518519,0.814311837738
smartphoneatboth,200,100,39363446,0.203502893448,0.848148148148,0.843526321068
smartphoneatboth,200,100,855513,0.204549074173,0.823931623932,0.821605525335
smartphoneatboth,200,100,74041245,0.200362920761,0.860968660969,0.854364723629
smartphoneatboth,200,100,22950172,0.200396060944,0.829914529915,0.828635293851
smartphoneatboth,200,100,18426920,0.206746101379,0.835612535613,0.834096788231
smartphoneatboth,200,100,34295891,0.20458817482,0.825925925926,0.823046361563
smartphoneatboth,200,100,86828940,0.204038143158,0.839031339031,0.831367246122
smartphoneatboth,200,100,62062274,0.203823804855,0.845014245014,0.842135566798
smartphoneatwrist,250,125,93797449,0.165979862213,0.885683760684,0.883836220318
smartphoneatwrist,250,125,81918009,0.155595064163,0.897792022792,0.895861116778
smartphoneatwrist,250,125,61132739,0.15595293045,0.899216524217,0.897391332535
smartphoneatwrist,250,125,37701167,0.157095193863,0.884971509972,0.882867732623
smartphoneatwrist,250,125,78112324,0.157929897308,0.891381766382,0.888926201899
smartphoneatwrist,250,125,25567961,0.156733036041,0.889601139601,0.887815531288
smartphoneatwrist,250,125,22644213,0.157176017761,0.89066951567,0.889048165532
smartphoneatwrist,250,125,74540349,0.157500982285,0.883190883191,0.880960201732
smartphoneatwrist,250,125,98054267,0.15749502182,0.89707977208,0.89427033511
smartphoneatwrist,250,125,71167868,0.156782865524,0.888532763533,0.887336469513
smartphoneatwrist,250,125,16252189,0.157464027405,0.883190883191,0.881283082068
smartphoneatwrist,250,125,1813579,0.157335996628,0.883903133903,0.882772370729
smartphoneatwrist,250,125,39363446,0.158950805664,0.881054131054,0.879802086036
smartphoneatwrist,250,125,855513,0.157233953476,0.878917378917,0.877161351274
smartphoneatwrist,250,125,74041245,0.157421112061,0.893518518519,0.891909337962
smartphoneatwrist,250,125,22950172,0.157011985779,0.884615384615,0.883118276439
smartphoneatwrist,250,125,18426920,0.157179117203,0.89886039886,0.896796347444
smartphoneatwrist,250,125,34295891,0.157233953476,0.885683760684,0.883424459339
smartphoneatwrist,250,125,86828940,0.156450986862,0.896723646724,0.895353769173
smartphoneatwrist,250,125,62062274,0.159018039703,0.882122507123,0.880257231992
smartphoneatpocket,250,125,93797449,0.14031291008,0.664886039886,0.654305930078
smartphoneatpocket,250,125,81918009,0.142354011536,0.694444444444,0.694875187951
smartphoneatpocket,250,125,61132739,0.138207197189,0.69301994302,0.68763294676
smartphoneatpocket,250,125,37701167,0.141979932785,0.673076923077,0.668672333532
smartphoneatpocket,250,125,78112324,0.141284942627,0.664886039886,0.655620149019
smartphoneatpocket,250,125,25567961,0.139425992966,0.698717948718,0.690303340109
smartphoneatpocket,250,125,22644213,0.140755176544,0.683760683761,0.674100173426
smartphoneatpocket,250,125,74540349,0.139183044434,0.67556980057,0.671144219612
smartphoneatpocket,250,125,98054267,0.140314102173,0.682692307692,0.678843169847
smartphoneatpocket,250,125,71167868,0.140491008759,0.678062678063,0.671564861802
smartphoneatpocket,250,125,16252189,0.140710115433,0.673789173789,0.673578569143
smartphoneatpocket,250,125,1813579,0.139588117599,0.679131054131,0.675821958276
smartphoneatpocket,250,125,39363446,0.138147830963,0.687678062678,0.6826635938
smartphoneatpocket,250,125,855513,0.142976999283,0.673433048433,0.665734964218
smartphoneatpocket,250,125,74041245,0.141204118729,0.674857549858,0.663187197725
smartphoneatpocket,250,125,22950172,0.141643047333,0.675925925926,0.667501564379
smartphoneatpocket,250,125,18426920,0.139715909958,0.670227920228,0.662939333285
smartphoneatpocket,250,125,34295891,0.141038894653,0.702279202279,0.697333346822
smartphoneatpocket,250,125,86828940,0.140735864639,0.69943019943,0.695021627563
smartphoneatpocket,250,125,62062274,0.141274213791,0.659544159544,0.655000007421
smartphoneatboth,250,125,93797449,0.170250892639,0.886396011396,0.881476881087
smartphoneatboth,250,125,81918009,0.168621063232,0.874643874644,0.871176139239
smartphoneatboth,250,125,61132739,0.169960021973,0.803418803419,0.805293659898
smartphoneatboth,250,125,37701167,0.169485092163,0.87962962963,0.8719159226
smartphoneatboth,250,125,78112324,0.170565128326,0.855769230769,0.848512094909
smartphoneatboth,250,125,25567961,0.16716003418,0.803774928775,0.807385184846
smartphoneatboth,250,125,22644213,0.170476913452,0.846153846154,0.841336255154
smartphoneatboth,250,125,74540349,0.169099092484,0.847222222222,0.846696222862
smartphoneatboth,250,125,98054267,0.170007944107,0.873931623932,0.871068382993
smartphoneatboth,250,125,71167868,0.168263912201,0.861467236467,0.856289053077
smartphoneatboth,250,125,16252189,0.171191930771,0.831908831909,0.824171903317
smartphoneatboth,250,125,1813579,0.168108940125,0.849002849003,0.840599369062
smartphoneatboth,250,125,39363446,0.171018123627,0.846153846154,0.8358990079
smartphoneatboth,250,125,855513,0.170282125473,0.855413105413,0.853542405955
smartphoneatboth,250,125,74041245,0.16933298111,0.87037037037,0.864023309264
smartphoneatboth,250,125,22950172,0.168743848801,0.82443019943,0.825720983818
smartphoneatboth,250,125,18426920,0.170217037201,0.844729344729,0.839670038902
smartphoneatboth,250,125,34295891,0.171701908112,0.817307692308,0.818713260501
smartphoneatboth,250,125,86828940,0.169121980667,0.849715099715,0.845997715037
smartphoneatboth,250,125,62062274,0.169539928436,0.834401709402,0.831333668666
smartphoneatwrist,300,150,93797449,0.141313076019,0.903846153846,0.902367878781
smartphoneatwrist,300,150,81918009,0.135203123093,0.902991452991,0.901175812305
smartphoneatwrist,300,150,61132739,0.136332988739,0.909401709402,0.907755700862
smartphoneatwrist,300,150,37701167,0.136325120926,0.879914529915,0.878365053369
smartphoneatwrist,300,150,78112324,0.135540008545,0.907264957265,0.905450950349
smartphoneatwrist,300,150,25567961,0.138237953186,0.90811965812,0.906472630387
smartphoneatwrist,300,150,22644213,0.134168863297,0.89358974359,0.892060435853
smartphoneatwrist,300,150,74540349,0.136186122894,0.901282051282,0.899791854497
smartphoneatwrist,300,150,98054267,0.13583779335,0.894017094017,0.892189129802
smartphoneatwrist,300,150,71167868,0.135102987289,0.908974358974,0.907302599944
smartphoneatwrist,300,150,16252189,0.136976003647,0.887606837607,0.886147818872
smartphoneatwrist,300,150,1813579,0.139362812042,0.906837606838,0.904440610392
smartphoneatwrist,300,150,39363446,0.13637804985,0.904273504274,0.902050789239
smartphoneatwrist,300,150,855513,0.136034965515,0.887179487179,0.886021686546
smartphoneatwrist,300,150,74041245,0.134962081909,0.903846153846,0.900875561931
smartphoneatwrist,300,150,22950172,0.136772155762,0.904273504274,0.9017358715
smartphoneatwrist,300,150,18426920,0.135670900345,0.899145299145,0.897320276916
smartphoneatwrist,300,150,34295891,0.135942935944,0.902564102564,0.900780809524
smartphoneatwrist,300,150,86828940,0.135677099228,0.903418803419,0.901942904114
smartphoneatwrist,300,150,62062274,0.137094974518,0.897435897436,0.895881724792
smartphoneatpocket,300,150,93797449,0.122476816177,0.689316239316,0.683690928432
smartphoneatpocket,300,150,81918009,0.121474027634,0.686752136752,0.682612946935
smartphoneatpocket,300,150,61132739,0.121476173401,0.69188034188,0.68261073251
smartphoneatpocket,300,150,37701167,0.121687889099,0.691025641026,0.683228620425
smartphoneatpocket,300,150,78112324,0.123211860657,0.675213675214,0.666164382541
smartphoneatpocket,300,150,25567961,0.119077205658,0.684188034188,0.679960373047
smartphoneatpocket,300,150,22644213,0.121289968491,0.681196581197,0.668068425043
smartphoneatpocket,300,150,74540349,0.12264418602,0.659401709402,0.646591543759
smartphoneatpocket,300,150,98054267,0.122536182404,0.689316239316,0.689826509817
smartphoneatpocket,300,150,71167868,0.121633052826,0.671794871795,0.665956461893
smartphoneatpocket,300,150,16252189,0.121808052063,0.699145299145,0.695612717566
smartphoneatpocket,300,150,1813579,0.122013807297,0.680769230769,0.673554802651
smartphoneatpocket,300,150,39363446,0.120851993561,0.696581196581,0.693730692842
smartphoneatpocket,300,150,855513,0.120934009552,0.680769230769,0.672938304931
smartphoneatpocket,300,150,74041245,0.121378183365,0.673076923077,0.66795745344
smartphoneatpocket,300,150,22950172,0.123103141785,0.700854700855,0.699806547205
smartphoneatpocket,300,150,18426920,0.123589038849,0.683760683761,0.678449394986
smartphoneatpocket,300,150,34295891,0.123319864273,0.677777777778,0.669883277181
smartphoneatpocket,300,150,86828940,0.12158703804,0.704273504274,0.698004998478
smartphoneatpocket,300,150,62062274,0.123538017273,0.699572649573,0.690092331199
smartphoneatboth,300,150,93797449,0.142750024796,0.884615384615,0.877971388815
smartphoneatboth,300,150,81918009,0.142142057419,0.861111111111,0.859973647012
smartphoneatboth,300,150,61132739,0.143239021301,0.828632478632,0.832711823561
smartphoneatboth,300,150,37701167,0.142646074295,0.828632478632,0.823117320709
smartphoneatboth,300,150,78112324,0.141485214233,0.866239316239,0.859589360877
smartphoneatboth,300,150,25567961,0.143555879593,0.823931623932,0.825849913348
smartphoneatboth,300,150,22644213,0.142250061035,0.840170940171,0.840902009683
smartphoneatboth,300,150,74540349,0.145382165909,0.871794871795,0.867554828015
smartphoneatboth,300,150,98054267,0.141479969025,0.878632478632,0.870753850816
smartphoneatboth,300,150,71167868,0.142668008804,0.867948717949,0.866243623975
smartphoneatboth,300,150,16252189,0.142305850983,0.862393162393,0.858027192939
smartphoneatboth,300,150,1813579,0.141484975815,0.889316239316,0.881175138011
smartphoneatboth,300,150,39363446,0.142910003662,0.884188034188,0.876660496219
smartphoneatboth,300,150,855513,0.142585039139,0.844017094017,0.842127664171
smartphoneatboth,300,150,74041245,0.141366958618,0.852136752137,0.845100336208
smartphoneatboth,300,150,22950172,0.143147945404,0.794871794872,0.797564237723
smartphoneatboth,300,150,18426920,0.143418073654,0.863247863248,0.860791145589
smartphoneatboth,300,150,34295891,0.144731998444,0.845726495726,0.839641297326
smartphoneatboth,300,150,86828940,0.143025875092,0.852564102564,0.846383313382
smartphoneatboth,300,150,62062274,0.141665935516,0.871794871795,0.865643338126
smartphoneatwrist,350,175,93797449,0.125285863876,0.911088911089,0.90934519266
